Query,Label
Where is your store in Sestri Levante?,showroom
Che tempo fa a Roma?,unsupported
È costoso quel disegno con mirror?,follow_up_cost
Raccontami una barzelletta.,unsupported
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Mi racconti una storia divertente?,unsupported
What's your favorite animal?,unsupported
I'd like a modern kitchen design.,search
Cerco un disegno per una kitchen in stile rustic.,search
I'd like a modern library design.,search
Is the showroom in Sestri Levante open today?,showroom
Qual è il tuo sport preferito?,unsupported
Sai cucinare?,unsupported
Can you tell me the price of the minimalist layout?,follow_up_cost
Quanto costa il progetto per la living room?,follow_up_cost
Quanto costa il progetto per la kitchen?,follow_up_cost
Raccontami una barzelletta.,unsupported
Cerco un disegno per una living room in stile modern.,search
Is the showroom in Roma open today?,showroom
È costoso quel disegno con mirror?,follow_up_cost
Can you tell me the price of the Scandinavian layout?,follow_up_cost
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
How much does the library design cost?,follow_up_cost
Is the showroom in Milano open today?,showroom
È costoso quel disegno con mirror?,follow_up_cost
Do aliens exist?,unsupported
Hai dei disegni per una bedroom?,search
Mostrami un progetto per una bedroom.,search
How much does the bedroom design cost?,follow_up_cost
Qual è il tuo sport preferito?,unsupported
Quanto costa il progetto per la library?,follow_up_cost
Can you do math?,unsupported
È costoso quel disegno con bathtub?,follow_up_cost
È costoso quel disegno con mirror?,follow_up_cost
Can you show me a garden layout?,search
Mostrami un progetto per una garden.,search
Mostrami un progetto per una kitchen.,search
Mi racconti una storia divertente?,unsupported
Dove si trova il vostro showroom a Napoli?,showroom
Raccontami una barzelletta.,unsupported
Hai dei disegni per una bathroom?,search
Cerco un disegno per una bathroom in stile classic.,search
Can you show me a library layout?,search
Hai dei disegni per una living room?,search
Mi racconti una storia divertente?,unsupported
Dove si trova il vostro showroom a Sestri Levante?,showroom
Posso visitare lo showroom il mercoledì?,showroom
È costoso quel disegno con tiles?,follow_up_cost
Sai cucinare?,unsupported
I'd like a Scandinavian library design.,search
Raccontami una barzelletta.,unsupported
Cerco un disegno per una kitchen in stile classic.,search
Cerco un disegno per una garden in stile minimalist.,search
Raccontami una barzelletta.,unsupported
Dove si trova il vostro showroom a Milano?,showroom
Mostrami un progetto per una bedroom.,search
Where is your store in Cogorno?,showroom
Quanto costa il progetto per la library?,follow_up_cost
Posso visitare lo showroom il venerdì?,showroom
Where is your store in Cogorno?,showroom
Is the showroom in Napoli open today?,showroom
Can you do math?,unsupported
How much does the garden design cost?,follow_up_cost
Can you tell me the price of the rustic layout?,follow_up_cost
Cerco un disegno per una garden in stile minimalist.,search
How much does the bedroom design cost?,follow_up_cost
Posso visitare lo showroom il venerdì?,showroom
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Quanto costa il progetto per la library?,follow_up_cost
Where is your store in Sestri Levante?,showroom
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Can you show me a garden layout?,search
Posso visitare lo showroom il venerdì?,showroom
Mostrami un progetto per una library.,search
Quali sono gli orari di apertura a Sestri Levante?,showroom
Can you show me a kitchen layout?,search
Tell me something interesting.,unsupported
Dove si trova il vostro showroom a Roma?,showroom
Cerco un disegno per una bedroom in stile minimalist.,search
Can you tell me the price of the modern layout?,follow_up_cost
Posso visitare lo showroom il mercoledì?,showroom
Where is your store in Cogorno?,showroom
Quali sono gli orari di apertura a Napoli?,showroom
Qual è il tuo sport preferito?,unsupported
Quali sono gli orari di apertura a Cogorno?,showroom
Raccontami una barzelletta.,unsupported
Mi racconti una storia divertente?,unsupported
Can you tell me the price of the minimalist layout?,follow_up_cost
Hai dei disegni per una kitchen?,search
Quali sono gli orari di apertura a Roma?,showroom
Cerco un disegno per una bedroom in stile classic.,search
Che tempo fa a Roma?,unsupported
Raccontami una barzelletta.,unsupported
È costoso quel disegno con mirror?,follow_up_cost
È costoso quel disegno con bathtub?,follow_up_cost
Che tempo fa a Roma?,unsupported
È costoso quel disegno con island?,follow_up_cost
Che tempo fa a Roma?,unsupported
Do aliens exist?,unsupported
Quali sono gli orari di apertura a Napoli?,showroom
Where is your store in Roma?,showroom
Can you show me a kitchen layout?,search
Mi racconti una storia divertente?,unsupported
È costoso quel disegno con island?,follow_up_cost
È costoso quel disegno con open shelves?,follow_up_cost
Quali sono gli orari di apertura a Roma?,showroom
Quanto costa il progetto per la library?,follow_up_cost
Can you show me a library layout?,search
Where is your store in Sestri Levante?,showroom
How much does the bathroom design cost?,follow_up_cost
Posso visitare lo showroom il venerdì?,showroom
Tell me something interesting.,unsupported
I'd like a minimalist bathroom design.,search
Quali sono gli orari di apertura a Cogorno?,showroom
Qual è il tuo sport preferito?,unsupported
Sai cucinare?,unsupported
È costoso quel disegno con tiles?,follow_up_cost
Can you tell me the price of the minimalist layout?,follow_up_cost
Tell me something interesting.,unsupported
Qual è il tuo sport preferito?,unsupported
Is the showroom in Napoli open today?,showroom
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Cerco un disegno per una kitchen in stile modern.,search
Posso visitare lo showroom il lunedì?,showroom
È costoso quel disegno con bathtub?,follow_up_cost
Where is your store in Cogorno?,showroom
Qual è il tuo sport preferito?,unsupported
Is the showroom in Napoli open today?,showroom
Qual è il tuo sport preferito?,unsupported
Posso visitare lo showroom il venerdì?,showroom
Posso visitare lo showroom il sabato?,showroom
Quali sono gli orari di apertura a Milano?,showroom
I'd like a minimalist bathroom design.,search
What's your favorite pizza topping?,unsupported
Quanto costa il progetto per la kitchen?,follow_up_cost
Mostrami un progetto per una garden.,search
Can you show me a bathroom layout?,search
Quali sono gli orari di apertura a Roma?,showroom
È costoso quel disegno con island?,follow_up_cost
Cerco un disegno per una living room in stile modern.,search
Hai dei disegni per una living room?,search
Che tempo fa a Roma?,unsupported
Can you tell me the price of the classic layout?,follow_up_cost
Mostrami un progetto per una bedroom.,search
È costoso quel disegno con mirror?,follow_up_cost
Quali sono gli orari di apertura a Napoli?,showroom
Posso visitare lo showroom il sabato?,showroom
Where is your store in Sestri Levante?,showroom
Mi racconti una storia divertente?,unsupported
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Can you do math?,unsupported
Mostrami un progetto per una garden.,search
Hai dei disegni per una library?,search
Quanto costa il progetto per la kitchen?,follow_up_cost
Posso visitare lo showroom il sabato?,showroom
Mostrami un progetto per una library.,search
Quanto costa il progetto per la library?,follow_up_cost
È costoso quel disegno con bathtub?,follow_up_cost
È costoso quel disegno con open shelves?,follow_up_cost
È costoso quel disegno con open shelves?,follow_up_cost
Hai dei disegni per una bedroom?,search
Posso visitare lo showroom il mercoledì?,showroom
I'd like a modern bathroom design.,search
Qual è il tuo sport preferito?,unsupported
How much does the bathroom design cost?,follow_up_cost
Posso visitare lo showroom il venerdì?,showroom
È costoso quel disegno con open shelves?,follow_up_cost
È costoso quel disegno con open shelves?,follow_up_cost
È costoso quel disegno con open shelves?,follow_up_cost
How much does the kitchen design cost?,follow_up_cost
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Mi racconti una storia divertente?,unsupported
Can you show me a kitchen layout?,search
How much does the bedroom design cost?,follow_up_cost
Quali sono gli orari di apertura a Napoli?,showroom
Can you tell me the price of the vintage layout?,follow_up_cost
I'd like a classic garden design.,search
Cerco un disegno per una bedroom in stile rustic.,search
What's your favorite animal?,unsupported
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Do aliens exist?,unsupported
I'd like a vintage living room design.,search
Dove si trova il vostro showroom a Roma?,showroom
Raccontami una barzelletta.,unsupported
Quanto costa il progetto per la living room?,follow_up_cost
Sai cucinare?,unsupported
Hai dei disegni per una bathroom?,search
Mi racconti una storia divertente?,unsupported
Quali sono gli orari di apertura a Sestri Levante?,showroom
Cerco un disegno per una living room in stile modern.,search
Where is your store in Cogorno?,showroom
Where is your store in Roma?,showroom
Dove si trova il vostro showroom a Milano?,showroom
How much does the kitchen design cost?,follow_up_cost
What's your favorite pizza topping?,unsupported
Can you tell me the price of the modern layout?,follow_up_cost
Sai cucinare?,unsupported
I'd like a vintage library design.,search
Dove si trova il vostro showroom a Milano?,showroom
I'd like a classic living room design.,search
Is the showroom in Roma open today?,showroom
Is the showroom in Cogorno open today?,showroom
What's your favorite pizza topping?,unsupported
Quanto costa il progetto per la living room?,follow_up_cost
I'd like a minimalist garden design.,search
Where is your store in Milano?,showroom
I'd like a rustic living room design.,search
Quanto costa il progetto per la bathroom?,follow_up_cost
È costoso quel disegno con island?,follow_up_cost
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Dove si trova il vostro showroom a Sestri Levante?,showroom
Can you show me a bathroom layout?,search
I'd like a classic library design.,search
Quanto costa il progetto per la bathroom?,follow_up_cost
Is the showroom in Cogorno open today?,showroom
Dove si trova il vostro showroom a Napoli?,showroom
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
Quanto costa il progetto per la bedroom?,follow_up_cost
Che tempo fa a Roma?,unsupported
Where is your store in Milano?,showroom
How much does the bedroom design cost?,follow_up_cost
Dove si trova il vostro showroom a Roma?,showroom
Dove si trova il vostro showroom a Napoli?,showroom
Qual è il tuo sport preferito?,unsupported
Mi puoi dire il prezzo del disegno precedente?,follow_up_cost
How much does the living room design cost?,follow_up_cost
Hai dei disegni per una bathroom?,search
How much does the living room design cost?,follow_up_cost
What's your favorite animal?,unsupported
Quanto costa il progetto per la living room?,follow_up_cost
What's your favorite animal?,unsupported
